kanji,on_readings,kun_readings,meanings,jlpt_level,on_count,kun_count,meaning_count
接,セツ ショウ,つ.ぐ,"touch, contact, adjoin, piece together",N2,2,1,4
細,サイ,ほそ.い ほそ.る こま.か こま.かい,"dainty, get thin, taper, slender, narrow",N2,1,4,5
効,コウ,き.く ききめ なら.う,"merit, efficacy, efficiency, benefit",N2,1,3,4
丸,ガン マル.,まる まる.める,"round, full, month, perfection, -ship, pills, make round, roll up, curl up, seduce, explain away",N2,2,2,11
湾,ワン,いりえ,"gulf, bay, inlet",N2,1,1,3
録,ロク,,record,N2,1,0,1
省,セイ ショウ ハブ.,かえり.みる,"focus, government ministry, conserve",N2,3,1,3
旧,キュウ,ふる.い もと,"old times, old things, old friend, former, ex-",N2,1,2,5
橋,キョウ ハ,,bridge,N2,2,0,1
岸,ガン キ,,beach,N2,2,0,1
周,シュウ マワ.,,"circumference, circuit, lap",N2,2,0,3
材,ザ,,"lumber, log, timber, wood, talent",N2,1,0,5
戸,コ,,door,N2,1,0,1
央,オ,,"center, middle",N2,1,0,2
券,ケン,,ticket,N2,1,0,1
編,ヘン,あ.む -あ.み,"compilation, knit, plait, braid, twist, editing, completed poem, part of a book",N2,1,2,8
捜,ソウ シュ シュウ,さが.す,"search, look for, locate",N2,3,1,3
竹,チク タ,,bamboo,N2,2,0,1
超,チョウ コ.,こ.える,"transcend, super-, ultra-",N2,2,1,3
並,ヘイ ホウ ナラ.ビ,な.み なら.べる なら.ぶ,"row, and, besides, as well as, line up, rank with, rival, equal",N2,3,3,8
療,リョウ,,"heal, cure",N2,1,0,2
採,サイ,と.る,"pick, take, fetch, take up",N2,1,1,4
森,シン モ,,"forest, woods",N2,2,0,2
競,キョウ ケイ セ.,きそ.う,"emulate, compete with, bid, sell at auction, bout, contest, race",N2,3,1,7
介,カ,,"jammed in, shellfish, mediate, concern oneself with",N2,1,0,4
根,コン,ね -ね,"root, radical, head (pimple)",N2,1,2,3
販,ハン,,"marketing, sell, trade",N2,1,0,3
歴,レキ レッキ,,"curriculum, continuation, passage of time",N2,2,0,3
将,ショウ ソウ モッ,まさ.に はた まさ ひきい.る,"leader, commander, general, admiral, or, and again, soon, from now on, just about",N2,3,4,9
幅,フク,はば,"hanging scroll, width",N2,1,1,2
般,ハン,,"carrier, carry, all",N2,1,0,3
貿,ボウ,,"trade, exchange",N2,1,0,2
講,コウ,,"lecture, club, association",N2,1,0,3
林,リン ハヤ,,"grove, forest",N2,2,0,2
装,ソウ ショウ,よそお.う よそお.い,"attire, dress, pretend, disguise, profess",N2,2,2,5
諸,ショ,もろ,"various, many, several, together",N2,1,1,4
劇,ゲキ,,"drama, play",N2,1,0,2
河,カ カ,,river,N2,2,0,1
航,コ,,"navigate, sail, cruise, fly",N2,1,0,4
鉄,テツ クロガ,,iron,N2,2,0,1
児,ジ ニ ゲイ -ッ,こ -こ,"newborn babe, child, young of animals",N2,4,2,3
禁,キン,,"prohibition, ban, forbid",N2,1,0,3
印,イン,しるし -じるし しる.す,"stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India",N2,1,3,10
逆,ギャク ゲキ,さか さか.さ さか.らう,"inverted, reverse, opposite, wicked",N2,2,3,4
換,カン,か.える -か.える か.わる,"interchange, period, charge, change?",N2,1,3,4
久,キュウ ク ヒサ.シ,,"long time, old story",N2,3,0,2
短,タン,みじか.い,"short, brevity, fault, defect, weak point",N2,1,1,5
油,ユ ユウ,あぶら,"oil, fat",N2,2,1,2
暴,ボウ バク,あば.く あば.れる,"outburst, rave, fret, force, violence, cruelty, outrage",N2,2,2,7
輪,リン,,"wheel, ring, circle, link, loop, counter for wheels and flowers",N2,1,0,6
占,セン ウラナ.,し.める,"fortune-telling, divining, forecasting, occupy, hold, have, get, take",N2,2,1,8
植,ショク ウ.ワ,う.える,plant,N2,2,1,1
清,セイ ショウ シン キヨ.メ,きよ.い きよ.まる,"pure, purify, cleanse, exorcise, Manchu dynasty",N2,4,2,5
倍,バ,,"double, twice, times, fold",N2,1,0,4
均,キン ナラ.,,"level, average",N2,2,0,2
億,オ,,"hundred million, 10**8",N2,1,0,2
圧,アツ エン オウ,お.す へ.す おさ.える お.さえる,"pressure, push, overwhelm, oppress, dominate",N2,3,4,5
芸,ゲイ ウン ワ,う.える のり,"technique, art, craft, performance, acting, trick, stunt",N2,3,2,7
署,ショ,,"signature, govt office, police station",N2,1,0,3
伸,シン ノ.,の.びる の.ばす の.べる,"expand, stretch, extend, lengthen, increase",N2,2,3,5
停,テイ,と.める と.まる,"halt, stopping",N2,1,2,2
爆,バク,は.ぜる,"bomb, burst open, pop, split",N2,1,1,4
陸,リク ロク オ,,"land, six",N2,3,0,2
玉,ギョク -ダ,たま たま-,"jewel, ball",N2,2,2,2
波,ハ ナ,,"waves, billows, Poland",N2,2,0,3
帯,タイ オ,お.びる,"sash, belt, obi, zone, region",N2,2,1,5
延,エン ノ.バ,の.びる の.べる の.べ,"prolong, stretching",N2,2,3,2
羽,ウ ハ,は わ,"feathers, counter for birds, rabbits",N2,2,2,3
固,コ,かた.める かた.まる かた.まり かた.い,"harden, set, clot, curdle",N2,1,4,4
則,ソク ノット.,,"rule, follow, based on, model after",N2,2,0,4
乱,ラン ロン ワタ.,みだ.れる みだ.る みだ.す みだ おさ.める,"riot, war, disorder, disturb",N2,3,5,4
普,フ アマネ,あまね.く,"universal, wide(ly), generally, Prussia",N2,2,1,4
測,ソク,はか.る,"fathom, plan, scheme, measure",N2,1,1,4
豊,ホウ ブ ト,ゆた.か,"bountiful, excellent, rich",N2,3,1,3
厚,コウ ア,あつ.い,"thick, heavy, rich, kind, cordial, brazen, shameless",N2,2,1,7
齢,レイ,よわ.い とし,age,N2,1,2,1
囲,イ,かこ.む かこ.う かこ.い,"surround, besiege, store, paling, enclosure, encircle, preserve, keep",N2,1,3,8
卒,ソツ シュツ,そっ.する お.える お.わる ついに にわか,"graduate, soldier, private, die",N2,2,5,4
略,リャク,ほぼ おか.す おさ.める はかりごと はか.る はぶ.く りゃく.す りゃく.する,"abbreviation, omission, outline, shorten, capture, plunder",N2,1,8,6
承,ショウ ウ.ケ,うけたまわ.る,"acquiesce, hear, listen to, be informed, receive",N2,2,1,5
順,ジュ,,"obey, order, turn, right, docility, occasion",N2,1,0,6
岩,ガン,いわ,"boulder, rock, cliff",N2,1,1,3
練,レン ネ.,ね.る,"practice, gloss, train, drill, polish, refine",N2,2,1,6
軽,ケイ,かる.い かろ.やか かろ.んじる,"lightly, trifling, unimportant",N2,1,3,3
了,リョ,,"complete, finish",N2,1,0,2
庁,チョウ テイ,やくしょ,government office,N2,2,1,1
城,ジョウ シ,,castle,N2,2,0,1
患,カン ワズラ.,,"afflicted, disease, suffer from, be ill",N2,2,0,4
層,ソウ,,"stratum, social class, layer, story, floor",N2,1,0,5
版,ハン,,"printing block, printing plate, edition, impression, label",N2,1,0,5
令,レ,,"orders, ancient laws, command, decree",N2,1,0,4
角,カク ツ,かど,"angle, corner, square, horn, antlers",N2,2,1,5
絡,ラク,から.む から.まる,"entwine, coil around, get caught in",N2,1,2,3
損,ソン,そこ.なう そこな.う -そこ.なう そこ.ねる -そこ.ねる,"damage, loss, disadvantage, hurt, injure",N2,1,5,5
募,ボ,つの.る,"recruit, campaign, gather (contributions), enlist, grow violent",N2,1,1,5
裏,リ,うら,"back, amidst, in, reverse, inside, palm, sole, rear, lining, wrong side",N2,1,1,10
仏,ブツ フツ,ほとけ,"Buddha, the dead, France",N2,2,1,3
績,セ,,"exploits, unreeling cocoons",N2,1,0,2
築,チク キズ.,,"fabricate, build, construct",N2,2,0,3
貨,カ,,"freight, goods, property",N2,1,0,3
混,コン,ま.じる -ま.じり ま.ざる ま.ぜる こ.む,"mix, blend, confuse",N2,1,5,3
昇,ショウ ノボ.,,rise up,N2,2,0,1
池,チ,いけ,"pond, cistern, pool, reservoir",N2,1,1,4
血,ケツ,ち,blood,N2,1,1,1
温,オン ヌ,あたた.か あたた.かい あたた.まる あたた.める,warm,N2,2,4,1
季,,,seasons,N2,0,0,1
星,セイ ショウ,ほし -ぼし,"star, spot, dot, mark",N2,2,2,4
永,エイ ナガ.,,"eternity, long, lengthy",N2,2,0,3
著,チョ チャク,あらわ.す いちじる.しい,"renowned, publish, write, remarkable, phenomenal, put on, don, wear, arrival, finish (race), counter for suit",N2,2,2,11
誌,シ,,"document, records",N2,1,0,2
庫,コ ク,くら,"warehouse, storehouse",N2,2,1,2
刊,カン,,"publish, carve, engrave",N2,1,0,3
像,ゾ,,"statue, picture, image, figure, portrait",N2,1,0,5
香,コウ キョウ カオ.,か かお.り,"incense, smell, perfume",N2,3,2,3
坂,ハン サ,,"slope, incline, hill",N2,2,0,3
底,テイ,そこ,"bottom, sole, depth, bottom price, base, kind, sort",N2,1,1,7
布,フ ヌ,,"linen, cloth",N2,2,0,2
寺,ジ,てら,Buddhist temple,N2,1,1,1
宇,,,"eaves, roof, house, heaven",N2,0,0,4
巨,キ,,"gigantic, big, large, great",N2,1,0,4
震,シン,ふる.う ふる.える,"quake, shake, tremble, quiver, shiver",N2,1,2,5
希,キ ケ マ,,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal",N2,3,0,10
触,ショク,ふ.れる さわ.る さわ,"contact, touch, feel, hit, proclaim, announce, conflict",N2,1,3,7
依,イ エ ヨ.,,"reliant, depend on, consequently, therefore, due to",N2,3,0,5
籍,セキ,,"enroll, domiciliary register, membership",N2,1,0,3
汚,オ,けが.す けが.れる けが.らわしい よご.す よご.れる きたな.い,"dirty, pollute, disgrace, rape, defile",N2,1,6,5
枚,マイ バ,,"sheet of..., counter for flat thin objects or sheets",N2,2,0,2
複,フク,,"duplicate, double, compound, multiple",N2,1,0,4
郵,ユウ,,"mail, stagecoach stop",N2,1,0,2
仲,チュウ ナ,,"go-between, relationship",N2,2,0,2
栄,エイ ヨウ,さか.える は.え -ば.え は.える,"flourish, prosperity, honor, glory, splendor",N2,2,4,5
札,サツ フ,,"tag, paper money, counter for bonds, placard, bid",N2,2,0,5
板,ハン バン,いた,"plank, board, plate, stage",N2,2,1,4
骨,コツ,ほね,"skeleton, bone, remains, frame",N2,1,1,4
傾,ケイ,かたむ.く かたむ.ける かたぶ.く かた.げる かし.げる,"lean, incline, tilt, trend, wane, sink, ruin, bias",N2,1,5,8
届,カイ,とど.ける -とど.け とど.く,"deliver, reach, arrive, report, notify, forward",N2,1,3,6
巻,カン ケン,ま.く まき ま.き,"scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)",N2,2,3,9
燃,ネン,も.える も.やす も.す,"burn, blaze, glow",N2,1,3,3
跡,セキ,あと,"tracks, mark, print, impression",N2,1,1,4
包,ホウ クル.,つつ.む,"wrap, pack up, cover, conceal",N2,2,1,4
駐,チュウ,,"stop-over, reside in, resident",N2,1,0,3
弱,ジャク,よわ.い よわ.る よわ.まる よわ.める,"weak, frail",N2,1,4,2
紹,ショ,,"introduce, inherit, help",N2,1,0,3
雇,コ,やと.う,"employ, hire",N2,1,1,2
替,タイ カ.ワ,か.える か.え-,"exchange, spare, substitute, per-",N2,2,2,4
預,ヨ,あず.ける あず.かる,"deposit, custody, leave with, entrust to",N2,1,2,4
焼,ショウ ヤ.ケ,や.く や.き や.き- -や.き,"bake, burning",N2,2,4,2
簡,カン,,"simplicity, brevity",N2,1,0,2
章,ショ,,"badge, chapter, composition, poem, design",N2,1,0,5
臓,ゾウ,はらわた,"entrails, viscera, bowels",N2,1,1,3
律,リツ リチ レ,,"rhythm, law, regulation, gauge, control",N2,3,0,5
贈,ゾウ ソウ,おく.る,"presents, send, give to, award to, confer on, presenting something",N2,2,1,6
照,ショウ テ.レ,て.る て.らす,"illuminate, shine, compare, bashful",N2,2,2,4
薄,ハク,うす.い うす- -うす うす.める うす.まる うす.らぐ うす.ら- うす.れる すすき,"dilute, thin, weak (tea)",N2,1,9,3
群,グン ムラ.ガ,む.れる む.れ むら,"flock, group, crowd, herd, swarm, cluster",N2,2,3,6
秒,ビョウ,,"second (1, 60 minute)",N2,1,0,2
奥,オウ オク ク,おく.まる,"heart, interior",N2,3,1,2
詰,キツ キチ ツ.,つ.める つ.め -づ.め つ.まる,"packed, close, pressed, reprove, rebuke, blame",N2,3,4,6
双,ソウ フタ,ふた たぐい ならぶ,"pair, set, comparison, counter for pairs",N2,2,3,4
刺,シ,さ.す さ.さる さ.し さし とげ,"thorn, pierce, stab, prick, sting, calling card",N2,1,5,6
純,ジュ,,"genuine, purity, innocence, net (profit)",N2,1,0,4
翌,ヨク,,"the following, next",N2,1,0,2
快,カイ ココロヨ.,,"cheerful, pleasant, agreeable, comfortable",N2,2,0,4
片,ヘン,かた- かた,"one-sided, leaf, sheet",N2,1,2,3
敬,ケイ キョウ ウヤマ.,,"awe, respect, honor, revere",N2,3,0,4
悩,ノウ,なや.む なや.ます なや.ましい なやみ,"trouble, worry, in pain, distress, illness",N2,1,4,5
泉,セン イズ,,"spring, fountain",N2,2,0,2
皮,,けがわ,"pelt, skin, hide, leather",N2,0,1,4
漁,ギョ リョウ,あさ.る,"fishing, fishery",N2,2,1,2
荒,コウ スサ.,あら.い あら- あ.れる あ.らす -あ.らし,"laid waste, rough, rude, wild",N2,2,5,4
貯,チョ,た.める たくわ.える,"savings, store, lay in, keep, wear mustache",N2,1,2,5
硬,コウ,かた.い,"stiff, hard",N2,1,1,2
埋,マイ,う.める う.まる う.もれる うず.める うず.まる い.ける,"bury, be filled up, embedded",N2,1,6,3
柱,チュウ,はしら,"pillar, post, cylinder, support",N2,1,1,4
祭,サイ,まつ.る まつ.り まつり,"ritual, offer prayers, celebrate, deify, enshrine, worship",N2,1,3,6
袋,タイ ダイ フク,,"sack, bag, pouch",N2,3,0,3
筆,ヒツ フ,,"writing brush, writing, painting brush, handwriting",N2,2,0,4
訓,クン キン クン.ズ,おし.える よ.む,"instruction, Japanese character reading, explanation, read",N2,3,2,4
浴,ヨク ア.ビセ,あ.びる,"bathe, be favored with, bask in",N2,2,1,3
童,ドウ ワラ,,"juvenile, child",N2,2,0,2
宝,ホウ タカ,,"treasure, wealth, valuables",N2,2,0,3
封,フウ ホウ,,"seal, closing",N2,2,0,2
胸,キョウ,むね むな-,"bosom, breast, chest, heart, feelings",N2,1,2,5
砂,サ シャ ス,,sand,N2,3,0,1
塩,エン,しお,salt,N2,1,1,1
賢,ケン カシコ.,,"intelligent, wise, wisdom, cleverness",N2,2,0,4
腕,ワン,うで,"arm, ability, talent",N2,1,1,3
兆,チョウ,きざ.す きざ.し,"portent, 10**12, trillion, sign, omen, symptoms",N2,1,2,6
床,ショウ,とこ ゆか,"bed, floor, padding, tatami",N2,1,2,4
毛,モウ,,"fur, hair, feather, down",N2,1,0,4
緑,リョク ロク,みどり,green,N2,2,1,1
尊,ソン トウト.,たっと.い とうと.い たっと.ぶ,"revered, valuable, precious, noble, exalted",N2,2,3,5
祝,シュク シュウ イワ.,,"celebrate, congratulate",N2,3,0,2
柔,ジュウ ニュウ ヤワ.,やわ.らか やわ.らかい やわ,"tender, weakness, gentleness, softness",N2,3,3,4
殿,デン テン -ド,との,"Mr., hall, mansion, palace, temple, lord",N2,3,1,6
濃,ノウ コ.,,"concentrated, thick, dark, undiluted",N2,2,0,4
液,エキ,,"fluid, liquid, juice, sap, secretion",N2,1,0,5
衣,イ エ,ころも きぬ -ぎ,"garment, clothes, dressing",N2,2,3,3
肩,ケン,かた,shoulder,N2,1,1,1
零,レイ,ぜろ こぼ.す こぼ.れる,"zero, spill, overflow, nothing, cipher",N2,1,3,5
幼,ヨウ オサナ.,,"infancy, childhood",N2,2,0,2
荷,カ,,"baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight",N2,1,0,7
泊,ハク ト.メ,と.まる,"overnight, put up at, ride at anchor, 3-day stay",N2,2,1,4
黄,コウ オウ,き こ,yellow,N2,2,2,1
甘,カン ウマ.,あま.い あま.える あま.やかす,"sweet, coax, pamper, be content, sugary",N2,2,3,5
臣,シン ジ,,"retainer, subject",N2,2,0,2
浅,セン アサ.,,"shallow, superficial, frivolous, wretched, shameful",N2,2,0,5
掃,ソウ シュ ハ.,,"sweep, brush",N2,3,0,2
雲,ウン -グ,くも,cloud,N2,2,1,1
掘,クツ ホ.,,"dig, delve, excavate",N2,2,0,3
捨,シャ,す.てる,"discard, throw away, abandon, resign, reject, sacrifice",N2,1,1,6
軟,ナン,やわ.らか やわ.らかい,soft,N2,1,2,1
沈,チン ジン シズ.メ,しず.む,"sink, be submerged, subside, be depressed, aloes",N2,3,1,5
凍,トウ シ.ミ,こお.る こご.える こご.る い.てる,"frozen, congeal, refrigerate",N2,2,4,3
乳,ニュウ,ちち ち,"milk, breasts",N2,1,2,2
恋,レン,こ.う こい こい.しい,"romance, in love, yearn for, miss, darling",N2,1,3,5
紅,コウ ク アカ.,べに くれない,"crimson, deep red",N2,3,2,2
郊,コウ,,"outskirts, suburbs, rural area",N2,1,0,3
腰,ヨウ コ,,"loins, hips, waist, low wainscoting",N2,2,0,4
炭,タン,すみ,"charcoal, coal",N2,1,1,2
踊,ヨウ,おど.る,"jump, dance, leap, skip",N2,1,1,4
冊,サツ サク,ふみ,"tome, counter for books, volume",N2,2,1,3
勇,ユウ イサ.,,"courage, cheer up, be in high spirits, bravery, heroism",N2,2,0,5
械,カイ,かせ,"contraption, fetter, machine, instrument",N2,1,1,4
菜,サイ,,"vegetable, side dish, greens",N2,1,0,3
珍,チン タカ,めずら.しい,"rare, curious, strange",N2,2,1,3
卵,ラン,たまご,"egg, ovum, spawn, roe",N2,1,1,4
湖,コ ミズウ,,lake,N2,2,0,1
喫,キツ,,"consume, eat, drink, smoke, receive (a blow)",N2,1,0,5
干,カン ヒ.,ほ.す ほ.し- -ぼ.し,"dry, parch",N2,2,3,2
虫,チュウ キ ム,,"insect, bug, temper",N2,3,0,3
刷,サツ,す.る -ず.り -ずり は.く,"printing, print",N2,1,4,2
湯,トウ,ゆ,"hot water, bath, hot spring",N2,1,1,3
溶,ヨウ,と.ける と.かす と.く,"melt, dissolve, thaw",N2,1,3,3
鉱,コウ,あらがね,"mineral, ore",N2,1,1,2
涙,ルイ レイ,なみだ,"tears, sympathy",N2,2,1,2
匹,ヒツ,ひき,"equal, head, counter for small animals, roll of cloth",N2,1,1,4
孫,ソン マ,,"grandchild, descendants",N2,2,0,2
鋭,エイ スルド.,,"pointed, sharpness, edge, weapon, sharp, violent",N2,2,0,6
枝,シ エ,,"bough, branch, twig, limb",N2,2,0,4
塗,ト,ぬ.る ぬ.り まみ.れる,"paint, plaster, daub, smear, coating",N2,1,3,5
軒,ケン,のき,"flats, counter for houses, eaves",N2,1,1,3
毒,ドク,,"poison, virus, venom, germ, harm, injury, spite",N2,1,0,7
叫,キョウ,さけ.ぶ,"shout, exclaim, yell",N2,1,1,3
拝,ハイ,おが.む おろが.む,"worship, adore, pray to",N2,1,2,3
氷,ヒョウ コオ.,こおり ひ,"icicle, ice, hail, freeze, congeal",N2,2,2,5
乾,カン ケン,かわ.く かわ.かす ほ.す ひ.る いぬい,"drought, dry, dessicate, drink up, heaven, emperor",N2,2,5,6
棒,ボウ,,"rod, stick, cane, pole, club, line",N2,1,0,6
祈,キ イノ.,,"pray, wish",N2,2,0,2
拾,シュウ ジュウ,ひろ.う,"pick up, gather, find, go on foot, ten",N2,2,1,5
粉,フン デシメートル,こ こな,"flour, powder, dust",N2,2,2,3
糸,シ,いと,thread,N2,1,1,1
綿,メン ワ,,cotton,N2,2,0,1
汗,カン,あせ,"sweat, perspire",N2,1,1,2
銅,ドウ,あかがね,copper,N2,1,1,1
湿,シツ シュウ,しめ.る しめ.す うるお.う うるお.す,"damp, wet, moist",N2,2,4,3
瓶,ビン カ,,"flower pot, bottle, vial, jar, jug, vat, urn",N2,2,0,7
咲,ショウ -ザ,さ.く,"blossom, bloom",N2,2,1,2
召,ショウ,め.す,"seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)",N2,1,1,10
缶,カン カ,,"tin can, container",N2,2,0,2
隻,セキ,,"vessels, counter for ships, fish, birds, arrows, one of a pair",N2,1,0,6
脂,シ,あぶら,"fat, grease, tallow, lard, rosin, gum, tar",N2,1,1,7
蒸,ジョウ セイ,む.す む.れる む.らす,"steam, heat, sultry, foment, get musty",N2,2,3,5
肌,キ,はだ,"texture, skin, body, grain",N2,1,1,4
耕,コウ タガヤ.,,"till, plow, cultivate",N2,2,0,3
鈍,ドン,にぶ.い にぶ.る にぶ- なま.る なまく.ら,"dull, slow, foolish, blunt",N2,1,5,4
泥,デイ ナイ デ ニ ド,,"mud, mire, adhere to, be attached to",N2,5,0,4
隅,グウ,すみ,"corner, nook",N2,1,1,2
灯,トウ,ひ ほ- ともしび とも.す あかり,"lamp, a light, light, counter for lights",N2,1,5,4
辛,シン,から.い つら.い -づら.い かのと,"spicy, bitter, hot, acrid",N2,1,4,4
磨,マ ス.,みが.く,"grind, polish, scour, improve, brush (teeth)",N2,2,1,5
麦,バク,むぎ,"barley, wheat",N2,1,1,2
姓,セイ ショウ,,surname,N2,2,0,1
筒,トウ,つつ,"cylinder, pipe, tube, gun barrel, sleeve",N2,1,1,5
鼻,ビ,はな,"nose, snout",N2,1,1,2
粒,リュウ,つぶ,"grains, drop, counter for tiny particles",N2,1,1,3
詞,シ,,"part of speech, words, poetry",N2,1,0,3
胃,イ,,"stomach, paunch, crop, craw",N2,1,0,4
畳,ジョウ チョウ,たた.む たたみ かさ.なる,"tatami mat, counter for tatami mats, fold, shut up, do away with",N2,2,3,5
机,キ,つくえ,"desk, table",N2,1,1,2
膚,フ,はだ,"skin, body, grain, texture, disposition",N2,1,1,5
濯,タク,すす.ぐ ゆす.ぐ,"laundry, wash, pour on, rinse",N2,1,2,4
塔,トウ,,"pagoda, tower, steeple",N2,1,0,3
沸,フツ,わ.く わ.かす,"seethe, boil, ferment, uproar, breed",N2,1,2,5
灰,カイ,はい,"ashes, puckery juice, cremate",N2,1,1,3
菓,カ,,"candy, cakes, fruit",N2,1,0,3
帽,ボウ モウ,ずきん おお.う,"cap, headgear",N2,2,2,2
枯,コ,か.れる か.らす,"wither, die, dry up, be seasoned",N2,1,2,4
涼,リョウ マコト,すず.しい すず.む すず.やか うす.い ひや.す,"refreshing, nice and cool",N2,2,5,2
舟,シュウ,ふね ふな- -ぶね,"boat, ship",N2,1,3,2
貝,バイ,かい,shellfish,N2,1,1,1
符,フ,,"token, sign, mark, tally, charm",N2,1,0,5
憎,ゾウ,にく.む にく.い にく.らしい にく.しみ,"hate, detest",N2,1,4,2
皿,ベイ,さら,"dish, a helping, plate",N2,1,1,3
肯,コウ,がえんじ.る,"agreement, consent, comply with",N2,1,1,3
燥,ソウ,はしゃ.ぐ,"parch, dry up",N2,1,1,2
畜,チク,,"livestock, domestic fowl and animals",N2,1,0,2
挟,キョウ ショウ,はさ.む はさ.まる わきばさ.む さしはさ.む,"pinch, between",N2,2,4,2
曇,ドン クモ.,,"cloudy weather, cloud up",N2,2,0,2
滴,テキ,しずく したた.る,"drip, drop",N2,1,2,2
伺,シ,うかが.う,"pay respects, visit, ask, inquire, question, implore",N2,1,1,6
氏,シ,うじ -うじ,"family name, surname, clan",N1,1,2,3
統,トウ ホビ.,す.べる,"overall, relationship, ruling, governing",N1,2,1,4
保,ホ ホウ タモ.,,"protect, guarantee, keep, preserve, sustain, support",N1,3,0,6
第,ダイ テイ,,"No., residence",N1,2,0,2
結,ケツ ケチ ユ.ワエ,むす.ぶ ゆ.う,"tie, bind, contract, join, organize, do up hair, fasten",N1,3,2,7
派,ハ,,"faction, group, party, clique, sect, school",N1,1,0,6
案,アン,つくえ,"plan, suggestion, draft, ponder, fear, proposition, idea, expectation, bill, worry",N1,1,1,10
策,サク,,"scheme, plan, policy, step, means",N1,1,0,5
基,キ モト,もと,"fundamentals, radical (chem), counter for machines, foundation",N1,2,1,4
価,カ ケ,あたい,"value, price",N1,2,1,2
提,テイ チョウ ダイ,さ.げる,"propose, take along, carry in hand",N1,3,1,3
挙,キョ コゾ.,あ.げる あ.がる,"raise, plan, project, behavior, actions",N1,2,2,5
応,オウ ヨウ -ノウ コタ.エ,あた.る まさに,"apply, answer, yes, OK, reply, accept",N1,4,2,6
企,キ,くわだ.てる,"undertake, scheme, design, attempt, plan",N1,1,1,5
検,ケン,しら.べる,"examination, investigate",N1,1,1,2
藤,トウ ドウ フ,,wisteria,N1,3,0,1
沢,タク ツ,さわ うるお.い うるお.す,swamp,N1,2,3,1
裁,サイ,た.つ さば.く,"tailor, judge, decision, cut out (pattern)",N1,1,2,4
証,ショウ,あかし,"evidence, proof, certificate",N1,1,1,3
援,エン,,"abet, help, save",N1,1,0,3
施,シ セ,ほどこ.す,"alms, apply bandages, administer first-aid",N1,2,1,3
井,セイ ショウ,,"well, well crib, town, community",N1,2,0,4
護,ゴ マモ.,,"safeguard, protect",N1,2,0,2
展,テ,,"unfold, expand",N1,1,0,2
態,タイ,わざ.と,"attitude, condition, figure, appearance, voice (of verbs)",N1,1,1,5
鮮,セン,あざ.やか,"fresh, vivid, clear, brilliant, Korea",N1,1,1,5
視,シ ミ.,,"inspection, regard as, see, look at",N1,2,0,4
条,ジョウ チョウ デキ,えだ すじ,"article, clause, item, stripe, streak",N1,3,2,5
幹,カン ミ,,tree trunk,N1,2,0,1
独,ドク トク ヒト.,,"single, alone, spontaneously, Germany",N1,3,0,4
宮,キュウ グウ ク クウ ミ,,"Shinto shrine, constellations, palace, princess",N1,5,0,4
率,ソツ リツ シュツ,ひき.いる,"ratio, rate, proportion, %, coefficient, factor",N1,3,1,6
衛,エイ,,"defense, protection",N1,1,0,2
張,チョウ -バ.,は.る -は.り,"lengthen, counter for bows & stringed instruments, stretch, spread, put up (tent)",N1,2,2,5
監,カ,,"oversee, official, govt office, rule, administer",N1,1,0,5
環,カン,,"ring, circle, link, wheel",N1,1,0,4
審,シン ツブサ.,つまび.らか,"hearing, judge, trial",N1,2,1,3
義,,,"righteousness, justice, morality, honor, loyalty, meaning",N1,0,0,6
訴,ソ,うった.える,"accusation, sue, complain of pain, appeal to",N1,1,1,4
株,シュ,かぶ,"stocks, stump, shares, stock, counter for small plants",N1,1,1,5
姿,シ スガ,,"figure, form, shape",N1,2,0,3
閣,カク,,"tower, tall building, palace",N1,1,0,3
衆,シュウ シュ,おお.い,"masses, great numbers, multitude, populace",N1,2,1,4
評,ヒョウ,,"evaluate, criticism, comment",N1,1,0,3
影,エイ,かげ,"shadow, silhouette, phantom",N1,1,1,3
松,ショウ マ,,pine tree,N1,2,0,1
撃,ゲキ,う.つ,"beat, attack, defeat, conquer",N1,1,1,4
佐,,,"assistant, help",N1,0,0,2
核,カク,,"nucleus, core, kernel",N1,1,0,3
整,セイ トトノ.,ととの.える,"organize, arranging, tune, tone, meter, key (music)",N1,2,1,6
融,ユウ ト.カ,と.ける,"dissolve, melt",N1,2,1,2
製,セイ,,"made in..., manufacture",N1,1,0,2
票,ヒョウ,,"ballot, label, ticket, sign",N1,1,0,4
渉,ショウ ワタ.,,"ford, ferry, port",N1,2,0,3
響,キョウ,ひび.く,"echo, also N5116, sound, resound, ring, vibrate",N1,1,1,6
推,スイ,お.す,"conjecture, infer, guess, suppose, support",N1,1,1,5
請,セイ シン ショウ ウ.ケ,こ.う,"solicit, invite, ask",N1,4,1,3
器,キ,うつわ,"utensil, vessel, receptacle, implement, instrument, ability, container, tool, set",N1,1,1,9
士,,,"gentleman, samurai",N1,0,0,2
討,トウ,う.つ,"chastise, attack, defeat, destroy, conquer",N1,1,1,5
攻,コウ セ.メ,,"aggression, attack",N1,2,0,2
崎,キ,さき さい みさき,"promontory, cape, spit",N1,1,3,3
督,ト,,"coach, command, urge, lead, supervise",N1,1,0,5
