kanji,on_readings,kun_readings,meanings,jlpt_level,on_count,kun_count,meaning_count
謁,エツ,,"audience, audience (with king)",N1,1,0,2
斤,,おの,"axe, 1.32 lb, catty, counter for loaves of bread",N1,0,1,4
嵩,スウ シュウ タカ.,かさ かさ.む,"be aggravated, grow worse, grow bulky, swell",N1,3,2,4
捺,ナツ ダツ,さ.す お.す,"press, print, affix a seal, stamp",N1,2,2,4
蓉,ヨ,,lotus,N1,1,0,1
茉,マツ バツ,,jasmine,N1,2,0,1
袈,ケ カ,,a coarse camlet,N1,2,0,1
燿,ヨウ,かがや.く ひかり,shine,N1,1,2,1
誼,ギ,よしみ よい,"friendship, intimacy",N1,1,2,2
冶,ヤ イ.,,"melting, smelting",N1,2,0,2
栞,カン,しおり,"bookmark, guidebook",N1,1,1,2
墾,コン,,"ground-breaking, open up farmland",N1,1,0,2
勁,ケイ,つよ.い,strong,N1,1,1,1
菖,ショウ,,iris,N1,1,0,1
旦,タン ダン,あき.らか あきら ただし あさ あした,"nightbreak, dawn, morning",N1,2,5,3
椋,リョウ ム,,"type of deciduous tree, grey starling",N1,2,0,2
叡,エイ,あき.らか,"intelligence, imperial",N1,1,1,2
紬,チュウ,つむぎ つむ.ぐ,pongee (a knotted silk cloth),N1,1,2,1
胤,イン タ,,"descendent, issue, offspring",N1,2,0,3
凜,リン,きびし.い,"cold, strict, severe",N1,1,1,3
亥,ガイ カイ,,"sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac",N1,2,0,3
爵,シャク,,"baron, peerage, court rank",N1,1,0,3
脹,チョウ,は.れる ふく.らむ ふく.れる,"dilate, distend, bulge, fill out, swell",N1,1,3,5
麟,リン,,"Chinese unicorn, genius, giraffe, bright, shining",N1,1,0,5
莉,リ ライ レイ,,jasmine,N1,3,0,1
汰,タ タイ,おご.る にご.る よな.げる,"luxury, select",N1,2,3,2
瑶,ヨウ,たま,beautiful as a jewel,N1,1,1,1
瑳,サ,みが.く,polish,N1,1,1,1
耶,ヤ ジャ,か,question mark,N1,2,1,1
椰,ヤ,やし,coconut tree,N1,1,1,1
絃,ゲン,いと,"string, cord, samisen music",N1,1,1,3
丞,ジョウ ショウ タス.ケ,すく.う,help,N1,3,1,1
璃,,,"glassy, lapis lazuli",N1,0,0,2
奎,ケイ キ,,"star, god of literature",N1,2,0,2
塑,ソ,でく,"model, molding",N1,1,1,2
昂,コウ ゴウ タカ.ブ,あ.がる たか.い,rise,N1,3,2,1
柾,,まさ まさめ まさき,"straight grain, spindle tree, (kokuji)",N1,0,3,3
熙,キ,たのし.む ひか.る ひろ.い よろこ.ぶ かわ.く あきらか ひろ.める ひろ.まる,"bright, sunny, prosperous, merry",N1,1,8,4
菫,キン,すみれ,the violet,N1,1,1,1
諒,リョウ マコト,あきら.か,"fact, reality, understand, appreciate",N1,2,1,4
鞠,キク キュウ マ,,ball,N1,3,0,1
崚,リョウ,,towering in a row,N1,1,0,1
濫,ラン,みだ.りに みだ.りがましい,"excessive, overflow, spread out",N1,1,2,3
捷,ショウ ソウ ハヤ.,,"victory, fast",N1,3,0,2
